product_name,in_stores,in_warehouse,total
Safari Chui Jodhpur Pants - White Cloud,3,8,11
Zoya Banda Men's Cargo Pants - Blue,11,0,11
Safari by Vivo Zehra Drawstring Pants - Beige,7,4,11
Safari Tiwa Straight Leg Pants - Rust,11,0,11
Vivo Basic Ali Jacket - Navy Blue,3,8,11
Safari Naledi Gathered Panel Maxi Skirt - Navy,4,7,11
Safari Lounge Pants - Army Green,7,4,11
Vivo Situ Off-Shoulder Tie Maxi Dress - Navy,10,1,11
Vivo Ari One Shoulder Maxi Dress - Dark Green,9,2,11
Vivo Basic Straight Leg Pants - Wine Red,8,3,11
Safari Tafari Wrap Top - Pangani Print,2,9,11
Vivo Basic 3/4 Sleeve Kena Tent Knee Length Dress - Black,11,0,11
Safari Solana Wrap Dress - Brown,7,4,11
Safari Tiwa Shirred Top - Black,8,3,11
Vivo Chela Basic Cap Sleeve Top - Sage,5,6,11
Vivo Kemi Skirt & Top Set - Black,5,6,11
Vivo Basic Crepe Pants - Lime Green,5,6,11
Zoya Yuni Off Shoulder Midriff Top - Navy Blue,9,2,11
Vivo Basic Jeggings - Black,2,9,11
Vivo Liora Maxi Kimono - Teal,5,6,11
Zoya Shani Men's Drawstring Shorts - Dark Grey,11,0,11
Vivo Ajani V-Neck Top - Coral,7,4,11
Vivo Basic Sienna Waterfall - Sea Green,9,2,11
Shiv Shikie X Safari V-Neck Long Sleeve Sweatshirt in Rib - Off White,8,3,11
Zoya Basic Jersey Bandeau  - Burnt Orange,11,0,11
Vivo Talia Front Slit Maxi Top - Lilac,4,7,11
Vivo Liora Side Drawstring Kaftan Dress in Satin - Dark Green,10,1,11
Vivo Nora Wide Leg Pants - Dark Red,10,1,11
Vivo Ajani V-Neck Top - Cream,10,1,11
Safari by Vivo Cotton Wrap Dress - Lilac / Brown Print,8,3,11
Vivo Takali Tunic Top In Satin - Buttermilk,11,0,11
Vivo Wide Leg Pants in Heavy Crepe - Black,7,4,11
Vivo Contrast Stitch Pants in Denim - Grey,11,0,11
Vivo Straight Pants in Scuba - Lilac,9,2,11
Safari Mansi Straight Leg Pants - Black,4,7,11
Safari Tafari Wrap Top - Karanga Print,5,6,11
Vivo Alani High Low Dress - Black Textured Print,8,3,11
Vivo Lulu 3/4 Sleeve Maxi Kaftan - Green / White Print,6,5,11
Vivo Liora Side Drawstring Kaftan Dress in Satin - Grey / Black Print,8,3,11
Vivo Bana Batwing Top - Sea Green,6,5,11
Vivo Isabi Loose Top - White,8,3,11
Vivo Ria Pants & Waterfall Set - Lilac,5,6,11
Vivo Iyana Bubble Midi Skirt - Navy,6,5,11
Vivo Leila Short Waterfall - Dark Olive,8,3,11
Vivo Bana Batwing Top - Lime,7,4,11
Vivo Basic Cap Sleeve Tent Knee Length Dress - Off White / Light Mustard Print,7,4,11
Vivo Maisha Straight Leg Pants in Crepe - Green / Brown Print,5,6,11
Vivo Basic Cap Sleeved Bodysuit - Black,11,0,11
Vivo Wide Leg Pants in Heavy Crepe - Dark Green,11,0,11
Vivo Basic Sleeveless Bodysuit - Black,11,0,11
Safari by Vivo Zehra Kitenge Pants - Pollo Print,10,1,11
Zoya Basic Jersey Bandeau - Burgundy,11,0,11
Vivo Kani Wide Leg Pants - Dusty Pink / Navy Tamra Print,10,1,11
Vivo Talia Kimono & Shorts Set - Cream / Rust Print,10,1,11
Safari Tiwa Shirred Midi Dress - Rust,8,2,10
Safari by Vivo Zehra Shirred Midi Dress - Black,5,5,10
Vivo Basic Tsavo Scalloped Chiffon Top - Black / White Rosa Print,9,1,10
Vivo Yumi Off Shoulder Jumpsuit In Crepe - Dark Pink,10,0,10
Vivo Liora Sleeveless Drawstring Top In Satin - Dark Olive / Black Print,6,4,10
Vivo Basic Satin Cap Sleeve Top - Navy Blue,5,5,10
Vivo Basic Extra Long Lily Waterfall - Dark Green,8,2,10
Vivo Zawadi Shift Dress - Maroon / Peach Print,10,0,10
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - Grey,2,8,10
Vivo Basic Tank Top - Mustard,8,2,10
Safari Tafari Wrap Top - Cheli Print,2,8,10
Vivo Maisha Kimono in Crepe - Light Pink / Black Abstract Print,2,8,10
Vivo Basic Tolani Jersey Dress - Chocolate,10,0,10
Vivo Sleeveless Vest in Ponte - Black,9,1,10
Vivo Liora Asymmetrical Satin Kaftan Top - Olive Textured Print,5,5,10
Vivo Samira Wide Kimono - Mustard / Brown Print,7,3,10
Safari Mens Kitenge Drawstring Shorts - Navy / Blue Print,10,0,10
Vivo Liora Kaftan Border Maxi Dress - Olive Green,8,2,10
Zoya Luna Drape Tie Top - Dark Blue,10,0,10
Vivo Basic V-neck Cap Sleeve Top - Teal,6,4,10
Vivo Keza V Neck Maxi Kaftan In Satin - Grey / White Print,8,2,10
Vivo Lindi High Low Dress In Ponte - Red,10,0,10
Safari Long Sleeve Waterfall - Light Taupe,6,4,10
Vivo Maisha Straight Leg Pants In Crepe - Black / White Abstract Print,6,4,10
Vivo Leila Cap Sleeve Tent Knee Length Dress - Hunters,4,6,10
Safari Njano Mens Short Sleeve Shirt - Black / Black Yellow Print,8,2,10
Safari Mara Shirred Bishop Sleeve Dress - Orange,6,4,10
Safari Nazari Off Shoulder Dress - White / Black Polka Print,10,0,10
Vivo Lulu Drawstring Top - Light Orange,9,1,10
Zoya Banda Bandeau Asymmetrical Crop Top - White,9,1,10
Zoya Party Sleeveless Bodysuit - Navy Blue,7,3,10
Vivo Contrast Stitch Pants in Denim - Light Blue,7,3,10
Vivo Lulu Drawstring Top - Yellow,8,2,10
Vivo Chela Sleeveless Waterfall - Navy,6,4,10
Safari Njano Men's Easy Fit Kitenge Pants - Black / Brown Print,7,3,10
Vivo Essi Wide Leg Pants - Dark Olive,3,7,10
Vivo Liora Asymmetrical Satin Kaftan Top - Baby Blue Textured Print,9,1,10
Safari Tafari Highlow Top in Kitenge - Ariza Print,9,1,10
Vivo Kani Wide Leg Pants - Light Mustard / Navy Tamra Print,9,1,10
Vivo Godet Maxi Dress in Satin - Taupe / Black Arah Print,9,1,10
Vivo Basic Sienna Waterfall - Orange,10,0,10
Vivo Liora Wide Leg Pants - White / Blue Rozi Print,8,2,10
Vivo Sierra Maxi Dress in Chiffon - Yellow / Black Bori Print,9,1,10
Vivo Basic Double Layered Capri Skirt - Black,7,3,10
Safari Nazari Three Tiered Maxi Dress - Blue / Navy Polka Dot Print,7,3,10
Vivo Jersey Halter Neck Tank Top - Chocolate,9,1,10
Safari Long Sleeve Waterfall - Black,10,0,10
Vivo Samira Wide Kimono - White / Black Print,4,6,10
Vivo Essi Wide Leg Pants - White,9,1,10
Safari by Vivo Cotton Wrap Dress - Orange / Green Print,6,4,10
Vivo Solei Shorts(without lining) - Grey / Black Print,7,3,10
Vivo Cotton High Low Top - Orange,6,4,10
Vivo Basic Leila Short Waterfall - Maroon,8,2,10
Safari Sizani Barrel Pants - White,8,2,10
Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,10,0,10
Vivo Dua 3/4 Sleeved V Neck Shirt - Buttermilk,4,6,10
Vivo Ayla Maxi Kimono - Mulberry,6,4,10
Safari Nazari Off Shoulder Dress - Beige / Black Polka Print,10,0,10
Safari Mens Kitenge Drawstring Shorts - Black / Yellow Print,10,0,10
Safari Zene Off Shoulder Top - Rust,3,7,10
Vivo Sierra Long Sleeve Top(Double Layered) - Mustard,7,3,10
Vivo Keza V Neck Maxi Kaftan In Satin - White / Black Print,10,0,10
Vivo Basic Bishop Sleeve Top In Chiffon (Double Layered) - Mustard Old,10,0,10
Vivo Double Layered Wrap Poncho - Pink,10,0,10
Vivo Ria Panelled Pants - Dark Mustard,9,1,10
Safari Kamari Long Sleeve Drawstring Shacket - Hunters Green,4,6,10
Vivo Nasinka A-Line Maxi Dress - Light Blue / Navy Print,10,0,10
Safari by Vivo Zehra Drawstring Pants - Navy,8,2,10
Vivo Essi Wide Leg Pants - Dark Mustard,7,3,10
Safari Tafari Highlow Top in Kitenge - Vuti Print,10,0,10
Vivo Studio Sweatshirt in Velvet - Navy,7,3,10
Vivo Chela Jersey Sleeveless Waterfall - Sea Green,2,8,10
Vivo Basic Sleeveless Tent Kimono - Baby Blue,8,2,10
Vivo Diella 3/4 Sleeve A-Line Dress - Dark Olive,8,2,10
Safari Men's Long Sleeve T-shirt - Navy / Tari Print,7,3,10
Vivo Basic Sleeveless Tent Dress - Pink / Chocolate Print,10,0,10
Vivo Knee length Dress - Fs 4,9,1,10
Vivo Ria Drop Shoulder Top - Dark Mustard,5,5,10
Vivo Basic Nandi High Slit Kimono - Grey / Pink Print,10,0,10
Vivo Upe Wide Leg Pants in Ponte - Hunters Green,10,0,10
Vivo Dua Wide Leg Pants - Burgundy,10,0,10
Vivo Basic Nalia High Low Jersey Top - Mustard,5,5,10
Safari Njano Joggers - Navy Blue / Tana Print,6,4,10
Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Black,10,0,10
Vivo Niari Pleated Dress in Crepe - Red,9,1,10
Vivo Nasinka A-Line Knee Length Dress - Light Pink / Green Fani Print,10,0,10
Vivo Isabi Sleeveless Kimono - White / Tan Pasi Print,3,7,10
Safari Tafari Wrap Top - Umba Print,4,6,10
Vivo Sanali Wide Leg Pants - Dark Mustard Animal Print,9,1,10
Vivo Ari Sleeveless Straight Maxi Slit Dress - Red,6,4,10
Vivo Naya One Shoulder Flounce Top - Tawi,7,3,10
Vivo Yene Front Tie Tunic Top - Mint / Lilac Lora Print,4,6,10
Safari Naledi Flounce Tent Dress - Green / Blue Nale Print,10,0,10
Vivo Kemi Maxi Skirt - Lime Green / Maroon Emi Print,6,4,10
Safari Njano Mens Short Sleeve Shirt - White / Navy Blue Print,8,2,10
Vivo Sakari Drop Shoulder Jumpsuit - Dark Red,4,6,10
Vivo Basic Long Sleeve Bodysuit (Seamless) - Navy Blue,4,6,10
Vivo Basic Chiffon Bishop Sleeve Top (Double Layered) - Yellow,7,3,10
Vivo Basic Julia 3/4 Sleeve Back Pleat Knee Length Dress - Hunters Green,5,5,10
Vivo Tahisa Straight Leg Pants - Blue,4,5,9
Safari Tara Barell Pants - Black / Yellow Fali Print,3,6,9
Vivo Zahari 3/4 Sleeve Off Shoulder Jumpsuit In Crepe - Dark Green,9,0,9
Vivo Lulu Wide Hem Tent Dress In Cotton - Tan,9,0,9
Vivo Rema Straight Leg Pants - Burnt Orange,4,5,9
Safari Njano Men's Easy Fit Pants - Hunters Green,3,6,9
Safari Tawi Off-Shoulder Top - Lime,7,2,9
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Dusty Green,5,4,9
Safari Tafari Shorts - Dark Navy Asili Print,5,4,9
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Hunters,5,4,9
Vivo Sakari Drop Shoulder Jumpsuit - Purple,7,2,9
Zoya Banda Unisex Jorts - Blue,9,0,9
Vivo Basic Double Layered Wrap Poncho - Teal,9,0,9
Safari by Vivo Zehra Shirred Midi Dress - Red,8,1,9
Vivo Ruched Maxi Top in Textured Satin - Taupe / Black Print,9,0,9
Vivo Mistari 3/4 Sleeve V - Neck Collared Tunic Top - Neck Collared Tunic Top - Black Stripes,0,9,9
Vivo Nimali Satin Joggers - Lilac,6,3,9
Vivo Basic Pencil Skirt - Black,8,1,9
Safari Kamari Halter Shirt - Navy Blue,5,4,9
Vivo Kani Tent Shirt Dress - Mustard / Navy Print,4,5,9
Vivo Lena Sleeveless Top - Pink,7,2,9
Vivo Basic A-line Maxi Skirt - Burgundy,7,2,9
Zoya Luna Halter Neck Top -Navy,9,0,9
Vivo Basic Sleeveless Extra Long Lily Waterfall - Yellow,3,6,9
Safari Kaya Long Sleeve Collar Shirt - Light Blue,4,5,9
Vivo Kani Tent Shirt Dress - Dark Green / Cream Print,3,6,9
Safari Mara Shirred Bishop Sleeve Dress - Coral,8,1,9
Vivo Ruched Maxi Top in Textured Satin - Rose Pink / Black Print,8,1,9
Safari Savannah Wrap Top - Beige,4,5,9
Vivo Basic Tolani Dress in Jersey - Taupe,3,6,9
Vivo Basic Short Sleeve Top - White,8,1,9
Safari Njano Men's Easy Fit Kitenge Pants - Black / Dark Teal Print,4,5,9
Zoya Basic Bodycon - White,9,0,9
Vivo Lalani Lounge Pants - Rust,9,0,9
Vivo Basic Chiffon Bishop Sleeve Top (Double Layered) - Black,9,0,9
Vivo Basic Sleeveless Tent Kimono - Pink,5,4,9
Vivo Pendo Cap Sleeve Tent Knee Length Dress - Black,9,0,9
Vivo Zena Shirred Waist Maxi Shirt Dress in Crepe - Cream / Orange Dana Print,9,0,9
Vivo Bana Batwing Top - Fuschia,8,1,9
Vivo Nasinka A-Line Knee Length Dress - Mustard / Dark Red Fani Print,9,0,9
Vivo Dua Satin Bishop Sleeve Top - Dusty Green,3,6,9
Safari Tafari Wrap Top - Wami Print,2,7,9
Vivo Serwa Flounce Dress - Olive,8,1,9
Vivo Ayah Satin Pants - Lilac / Navy Tullu Print,6,3,9
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Mustard,7,2,9
Safari Naledi 3/4 Sleeve Tent Dress - Navy Pinstripes Print,4,5,9
Vivo Lulu Bubble Sleeve Top - Orange,6,3,9
Zoya Yuni Off Shoulder Midriff Top - Orange,4,5,9
Vivo Iyana Knee Length Bubble Dress in Satin - Dark Green / Black Riwa Print,8,1,9
Vivo Nora Wide Leg Pants - Dark Olive,8,1,9
Vivo Safa Straight Leg Pants - Olive,6,3,9
Vivo Dalia Cap Sleeve Gathered Tent Dress - Rose Pink,7,2,9
Safari by Vivo Cotton Wide Drawstring Kaftan - Light Olive / Purple Print,9,0,9
Vivo Aleri Wide Leg Pants - Navy,9,0,9
Safari Njano Men's Straight Leg Pants - Himo,8,1,9
Safari Nazari Three Tiered Maxi Dress - Mustard / Brown Polka Dot Print,5,4,9
Safari by Vivo Zehra Shirred Midi Dress - Chocolate,8,1,9
Safari Kitenge Men's Sweatshirt - Grey/ Neba Print,3,6,9
Safari Men's Kitenge Drawstring Shorts - Tana Print,4,5,9
Vivo Maisha Straight Leg Pants in Crepe - Brown / Blue Print,4,5,9
Safari Kamari Long Sleeve Drawstring Shacket - Black,4,5,9
Vivo Scalloped Kimono in Crepe - Dusty Pink / Olive Print,4,5,9
Vivo Basic Sleeveless Jersey Waterfall - Light Olive,7,2,9
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Sheri Print,8,1,9
Vivo Aleri Coat - Burgundy,9,0,9
Vivo Diella V-Neck Jumpsuit - Peach / Navy Print,3,6,9
Vivo Basic May Sweater - Navy Blue,9,0,9
Vivo Studio Drawstring Pants in Velvet - Navy,7,2,9
Vivo Ayah Hijab Headwrap - Cream / Chocolate Yana Print,3,6,9
Vivo Basic Crepe Cap Sleeved Top - Navy / Mustard Print,9,0,9
Vivo Basic Long Sleeved Bodysuit - Yellow,6,3,9
Vivo Maisha Straight Leg Pants - Peach / Pink Print,6,3,9
Vivo Basic Short Sleeve Top - Rust,6,3,9
Vivo Basic Sleeveless Jersey Waterfall - Black,9,0,9
Vivo Basic Short Sleeve Top - Dark Green,3,6,9
Vivo Maisha Strappy Cover Up Jumpsuit In Rayon - White / Taupe Print,7,2,9
Safari Kikoy Tie Back Maxi Dress - Frost,4,5,9
Safari Mansi Dolman Top - Navy,9,0,9
Safari Tafari Wrap Top - Weru Print,4,5,9
Vivo Talia Front Slit Maxi Top - Maroon,7,2,9
Vivo Maisha Straight Leg Pants in Crepe - Black / Grey Print,7,2,9
Safari by Vivo Naledi Bubble Midi Dress - Isara Print,3,6,9
Vivo Hanabi Wrap Maxi Dress - Hot Pink,4,5,9
Vivo Essentials Bodycon - Orange,4,5,9
Vivo Basic Sleeveless Kena Tent Maxi Dress - Navy Blue,9,0,9
Vivo Laika 3/4 Sleeve Tent Dress In Crepe - White / Dark Green Laki Print,9,0,9
Vivo Liora Kaftan Border Maxi Dress - Olive,8,1,9
Vivo Basic Bishop Sleeve Top In Chiffon (Double Layered) - White / Green Print,7,2,9
Vivo Basic Dolman Sweater - Sea Green,5,4,9
Vivo Isabi Sleeveless Kimono - Rust,3,6,9
Vivo Niari Shorts - Light Olive / White Stripes,9,0,9
Vivo Yene Front Tie Tunic Top - Grey / Purple Tunu Print,7,2,9
Vivo Diella 3/4 Sleeve A-Line Dress - Black,6,3,9
Vivo Basic Joy Sweater - Grey,9,0,9
Safari Njano Men's Short Sleeve Shirt - White / Black Brown Print,8,1,9
Vivo Basic Crepe Pants - Lime,5,4,9
Vivo Jersey Spaghetti Tank Top - Dark Red,9,0,9
Vivo Nora Round Neck Sleeveless Top - Magenta,6,3,9
Vivo Full Length Kimono - Maya,4,5,9
Vivo Amai Maxi Kaftan - Brown,3,6,9
Safari Naledi 3/4 Sleeve Tent Dress - White Polka Stripes,4,5,9
Vivo Cap Sleeve Salma Maxi Dress - Black,9,0,9
Safari Nazari Three Tiered Maxi Dress - Beige / Mustard Polka Dot Print,4,5,9
Zoya Party Sheer Pants - Buttermilk,9,0,9
Vivo Ruched Maxi Top in Textured Satin - Dusty Green / Black Print,8,1,9
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Chocolate,5,4,9
Vivo Tana Puff Sleeve Bodysuit In Jersey - Dark Green,7,2,9
Vivo Basic Tank Top - Taupe,9,0,9
Vivo Rayon Jersey Slip Dress - Black,8,1,9
Vivo Chela Sleeveless Waterfall in Jersey - Light Olive,3,6,9
Vivo Long Sleeve Blazer - Savannah,4,5,9
Vivo Keza Satin Border Maxi Kaftan - Peach / Lilac Print,8,1,9
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Rust Textured Print,5,4,9
Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,5,4,9
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Misha Print,9,0,9
Vivo Sanali Wide Leg Pants - Rust Animal Print,6,2,8
Vivo Liora Drawstring Midi Dress - Purple / Dark Purple Ziza Print,3,5,8
Safari Solana Wrap Dress - Rust Brown,3,5,8
Vivo Basic Nandi A-Line Kimono - Black / Purple Ane Print,2,6,8
Safari Nimali Bubble Sleeve Top - Red,8,0,8
Zoya Taani Easy Fit Joggers -Navy,8,0,8
Vivo Laika Bishop Sleeve Shift Dress - Mint,5,3,8
Vivo Basic Double Layered Capri Skirt - Teal Green,8,0,8
Safari Hawi Cargo Pants - Light Navy,7,1,8
Vivo Iyana Shirred waist Maxi Dress - Light Olive,8,0,8
Vivo Cotton 3/4 Sleeve Wrap Top - Red,8,0,8
Vivo Tanda Maxi Dress in Ponte - Black,8,0,8
Vivo Kala Long Sleeve Top - White,7,1,8
Safari By Vivo Mens Cotton Pants - Khaki Green,6,2,8
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Yellow,5,3,8
Vivo Lani Maxi Dress In Satin - Orange / Brown Print,7,1,8
Vivo Maisha Drop Shoulder Maxi Dress In Rayon - Black / White Spiral Print,7,1,8
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Light Blue / Teal Marra Print,6,2,8
Safari Solana Bubble Midi Skirt - Dark Green,7,1,8
Safari Savannah Wrap Top - Mustard,8,0,8
Zoya Nia Off Shoulder Knee Length Dress - Light Pink,8,0,8
Safari Lounge Pants - Powder Blue,7,1,8
Zoya Basic Halter Tie Top - Chocolate,5,3,8
Vivo Basic Kena Tent Maxi Dress - Mustard,7,1,8
Vivo Basic Nandi High Slit Kimono - Blush Pink / White Idu Print,5,3,8
Vivo Merika Satin Wrap Top - Rose Pink / Fuschia Nito Print,3,5,8
Vivo X This Is Essential Leggings - Navy Blue / White,3,5,8
Vivo Basic Panelled Leisure Pants - Hunters Green,8,0,8
Vivo Kani Wide Leg Pants - Mint / Black Dashen Print,3,5,8
Vivo Lalani Lounge Pants - Maroon,8,0,8
Safari Tafari Wrap Top - Mpiji Print,5,3,8
Vivo Everyday Cap Sleeve Top - Light Olive Green,8,0,8
Vivo Samira Wide Kimono - Cream / Black Print,3,5,8
Vivo Side Slit Midi Waterfall - Ivory,5,3,8
Vivo Basic Long Sleeved Bodysuit - Light Taupe,5,3,8
Vivo Alma Drawstring Top - Powder Blue,3,5,8
Vivo Basic V-neck Cap Sleeve Top - Orange,2,6,8
Vivo Samira Pants in Rayon - Black / White Print,7,1,8
Vivo Yumi Maxi Shirt Dress - Dark Navy,6,2,8
Vivo Dua 3/4 Sleeved V Neck Shirt - Orange / Chocolate Yani Print,7,1,8
Safari Savannah Men's Jacket - Black,5,3,8
Vivo Pendo Cap Sleeve Tent Knee Length Dress - Dark Red,7,1,8
Vivo Basic Nandi High Slit Kimono - Navy,3,5,8
Vivo Aleri Trench Coat Dress - Mustard,4,4,8
Safari Savannah Men's Half Placket Shirt - White,6,2,8
Safari Solana Bubble Midi Skirt - Rust,6,2,8
Vivo Lindi High Low Dress In Ponte - Green,8,0,8
Vivo Nora 3/4 Sleeve Peplum Top - Taupe,6,2,8
Vivo Hanabi Satin High Low Top - Fuschia,5,3,8
Zoya Basic Jersey Bandeau  - Red,8,0,8
Zoya Basic Tank Top - Bright Green,5,3,8
Vivo Safiya Gathered Shoulder Maxi Dress - Navy,5,3,8
Vivo Basic Cap Sleeve Chiffon Maxi Dress - Lilac / Purple Sinka Print,7,1,8
Vivo Thando Mock Neck Maxi Dress - White / Rust Aria Print,8,0,8
Vivo Studio Bodysuit In Jersey - Dark Red,7,1,8
Vivo Basic Julia 3/4 Sleeve Back Pleat Knee Length Dress - Mustard,4,4,8
Vivo Basic Spaghetti Strap Tank Top - Navy Blue,7,1,8
Vivo Basic Long Sleeved Bishop Top - Black / White Ifi Print,7,1,8
Vivo X This Is Essential Strappy Bodysuit - White,0,8,8
Vivo Basic Chiffon Dropped Shoulder Top - Blue,4,4,8
Safari Naledi 3/4 Sleeve Tent Dress - White Pinstripes Print,6,2,8
Zoya Party Turtle Neck Midriff Top - Safron,8,0,8
Vivo Isabi Sleeveless Kimono - Light Grey / Blue Pasi Print,6,2,8
Vivo Nala 3/4 Sleeve Tent Dress - Cream / Blue Print,8,0,8
Vivo Kelemi 4.0 Sleeveless Top - Navy,7,1,8
Safari by Vivo Zehra Drawstring Pants - Rust,5,3,8
Vivo Liora Wide Leg Pants - Yellow / Black Rozi Print,7,1,8
Vivo Izzy Satin Bishop Sleeve Top - Sea Green,3,5,8
Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Orange,4,4,8
Safari Men's Kitenge Drawstring Shorts - Keri Print,4,4,8
Vivo Basic Long Sleeved Bodysuit - Mustard,7,1,8
Vivo Liora Maxi Kimono - White / Red Ziza Print,8,0,8
Vivo Wide Leg Pants in Textured Satin - Rose Pink / Black Print,8,0,8
Vivo Basic Crepe Pants - Lilac,5,3,8
Vivo Liora Front Drawstring Kaftan Dress in Satin - Rust Textured Print,3,5,8
Vivo X This Is Essential Raceback Bralette - Black,3,5,8
Vivo Basic Ali Jacket - Burgundy,2,6,8
Vivo Chiffon Shorts - Navy,5,3,8
Vivo Safa Straight Leg Pants - Fuschia,4,4,8
Safari Tiwa Barell Pants - Rust,4,4,8
Vivo Sierra Maxi Chiffon Dress - Chocolate,7,1,8
Safari by Vivo Naledi Tiered Dress in Cotton - Cream /Mustard Print,8,0,8
Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Blue Plaid,7,1,8
Zoya Party Mini Skirt - Buttermilk,8,0,8
Vivo Basic Bishop Sleeve Top In Chiffon (Double Layered) - White / Lilac Print,4,4,8
Vivo Knee Length Kaftan in Satin - Black / White Print,7,1,8
Safari Chui Heavy Shirt - Taupe,4,4,8
Vivo Essentials Sleeveless One Shoulder Crop Top - Black,8,0,8
Vivo Cowl Camisole - Khaki,6,2,8
Safari Njano Front Tie Dress - Tana Print,7,1,8
Vivo Basic Sleeveless Long Lily Waterfall - Mustard,3,5,8
Zoya Vasha Sleeveless Turtleneck Top - Purple / Yellow,8,0,8
Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Red,0,8,8
Vivo Basic Cap Sleeve Chiffon Maxi Dress - Dusty Green / Purple Sinka Print,7,1,8
Vivo Yumi Maxi Shirt Dress - Orange,8,0,8
Vivo Scalloped Kimono in Crepe - Mint / Tan Print,8,0,8
Shiv Shikie X Safari Drawstring Pants in Rib - Off White,7,1,8
Vivo Basic Sleeveless Kena Tent Dress - Orange,8,0,8
Vivo Pendo Cap Sleeve Tent Knee Length Dress - Royal Blue,7,1,8
Vivo Talia Sleeveless Tank Top - White,4,4,8
Vivo Dua wide leg pant-Black,8,0,8
Safari Savannah Midi Wrap Dress - White,5,3,8
Vivo Liora Drawstring Pants In Satin - Green / Teal Print,5,3,8
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Black Textured Print,7,1,8
Vivo Kitenge Wide Leg Pants - Blue / Pink Azizi Print,5,3,8
Vivo Iyana Shirred waist Maxi Dress - Dark Green,7,1,8
Vivo Basic Double Layered Long Sleeved Bodysuit - Green,2,6,8
Vivo Samira Maxi Kimono - Black / Red Print,4,4,8
Safari Nazari Bubble Midi Dress - Beige / Black Print,8,0,8
Zoya Banda Halter Neck Assymetrical Crop Top - Black,8,0,8
Vivo Basic Short Waterfall - Taupe,8,0,8
Vivo Amai Maxi Kaftan In Textured Satin - Navy,8,0,8
Vivo Basic Crepe Bishop Sleeve Top - Lilac,6,2,8
Vivo Samira Wide Satin Kimono - White / Black Print,4,4,8
Vivo Basic Nandi High Slit Kimono - Cream / Blue Print,8,0,8
Vivo Scalloped Kimono in Crepe - Maroon / Sage Print,4,4,8
Safari Tiwa Reversible Tie Kimono - Rust + Ama Print,3,5,8
Zoya Vasha  Sleeveless Turtleneck Top - Purple / Yellow,8,0,8
Vivo Tatili Bishop Long Sleeve Top - Sky Blue,6,2,8
Vivo Thando Mock Neck Maxi Dress - Lime / Green Aria Print,4,4,8
Safari Tafari Shorts - Laka Print,7,1,8
Safari Mara Shirred Bishop Sleeve Dress - Mustard,4,4,8
Vivo Wastani Drawstring Pants - Dark Olive,8,0,8
Vivo Jersey Spaghetti Tank Top - Navy,8,0,8
Vivo Off Shoulder Dress in Print Cotton - Mustard Multicolor Print,8,0,8
Vivo Basic Val Tank Top - Red,8,0,8
Safari Lounge Pants - Dark Tan,7,1,8
Safari Tafari High Slit Kimono - Teal / Lanje Print,5,3,8
Vivo Sanali Loose Top - Orange /Pink,7,1,8
Vivo Sierra Maxi Dress in Chiffon - Red / Black Bori Print,7,1,8
